Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,E. Caselles,Automatic generation of emissivity maps on a european scale,2009,International Geoscience and Remote Sensing Symposium (IGARSS),NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77950929045&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77950929045&origin=inward,90,2025-04-16T06:11:00Z,Conference Paper,10.1109/IGARSS.2009.5416920,NA,https://api.elsevier.com/content/abstract/scopus_id/77950929045,1,NA,NA,NA,0,0,0,1,16,NA,NA,NA
14,P. Wells,"The Green Junta: Or, is democracy sustainable?",2007,International Journal of Environment and Sustainable Development,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548147030&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548147030&origin=inward,48,2025-04-16T06:11:00Z,Review,10.1504/IJESD.2007.014204,1474-6778,https://api.elsevier.com/content/abstract/scopus_id/34548147030,6,2,208,220,14,0.78,14,1,18,NA,NA,NA
11,R. Pu,Simple calibration of AVIRIS data and LAI mapping of forest plantation in southern Argentina,2003,International Journal of Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0038375658&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0038375658&origin=inward,55,2025-04-16T06:11:00Z,Article,10.1080/0143116031000082433,0143-1161,https://api.elsevier.com/content/abstract/scopus_id/0038375658,24,23,4699,4714,11,0.5,11,1,22,NA,NA,NA
5,N. Mbahin,Spatial distribution of cocoon nests and egg clusters of the silkmoth Anaphe panda (Lepidoptera: Thaumetopoeidae) and its host plant Bridelia micrantha (Euphorbiaceae) in the Kakamega Forest of western Kenya,2007,International Journal of Tropical Insect Science,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=38649087939&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=38649087939&origin=inward,65,2025-04-16T06:11:00Z,Article,10.1017/S1742758407859662,1742-7584,https://api.elsevier.com/content/abstract/scopus_id/38649087939,27,3,138,144,5,0.28,5,1,18,NA,NA,NA
353,Q. Li,Democracy and environmental degradation,2006,International Studies Quarterly,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33750839831&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33750839831&origin=inward,4,2025-04-16T06:11:00Z,Article,10.1111/j.1468-2478.2006.00432.x,0020-8833,https://api.elsevier.com/content/abstract/scopus_id/33750839831,50,4,935,956,353,18.58,353,1,19,NA,NA,NA
0,J. Halkett,Confronting a ghost in Tasmania,2004,Inwood International,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=4444371603&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=4444371603&origin=inward,100,2025-04-16T06:11:00Z,Short Survey,NA,1174-2135,https://api.elsevier.com/content/abstract/scopus_id/4444371603,58,NA,36,36,0,0,0,1,21,NA,NA,NA
0,L. Light,Muscle mass,2004,Inwood International,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=11144262702&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=11144262702&origin=inward,105,2025-04-16T06:11:00Z,Review,NA,1174-2135,https://api.elsevier.com/content/abstract/scopus_id/11144262702,60,NA,10,11,0,0,0,1,21,NA,NA,NA
0,M. Dover,A pig's ear,2008,Inwood Magazine,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=49949105647&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=49949105647&origin=inward,99,2025-04-16T06:11:00Z,Article,NA,1176-9785,https://api.elsevier.com/content/abstract/scopus_id/49949105647,NA,81,18,21,0,0,0,1,17,NA,NA,NA
16,J. McBeath,Environmental stressors and food security in China,2009,Journal of Chinese Political Science,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=58949104924&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=58949104924&origin=inward,44,2025-04-16T06:11:00Z,Article,10.1007/s11366-008-9036-4,1080-6954,https://api.elsevier.com/content/abstract/scopus_id/58949104924,14,1,49,80,16,1,16,1,16,NA,NA,NA
32,R. López,Deforestation and forest-induced carbon dioxide emissions in tropical countries: How do governance and trade openness affect the forest-income relationship?,2005,Journal of Environment and Development,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=14844304309&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=14844304309&origin=inward,29,2025-04-16T06:11:00Z,Article,10.1177/1070496504273878,1070-4965,https://api.elsevier.com/content/abstract/scopus_id/14844304309,14,1,73,100,32,1.6,32,1,20,NA,NA,NA
15,L.S. Iliadis,A heuristic expert system for forest fire guidance in Greece,2002,Journal of Environmental Management,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S030147970290592X,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0036650182&origin=inward,47,2025-04-16T06:11:00Z,Article,10.1006/jema.2002.0592,0301-4797,https://api.elsevier.com/content/abstract/scopus_id/0036650182,65,3,327,336,15,0.65,15,1,23,NA,NA,NA
0,W. Rydzak,Modes of wildland firefighting through educational campaign in transition countries in Europe: Case study of Poland,2009,Journal of Forestry,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=72449211823&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=72449211823&origin=inward,93,2025-04-16T06:11:00Z,Article,NA,0022-1201,https://api.elsevier.com/content/abstract/scopus_id/72449211823,107,8,419,424,0,0,0,1,16,NA,NA,NA
10,R. Cherian,Source identification of aerosols influencing atmospheric extinction: Integrating PMF and PSCF with emission inventories and satellite observations,2010,Journal of Geophysical Research Atmospheres,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649743185&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649743185&origin=inward,56,2025-04-16T06:11:00Z,Article,10.1029/2009JD012975,0148-0227,https://api.elsevier.com/content/abstract/scopus_id/78649743185,115,22,NA,NA,10,0.67,10,1,15,NA,NA,NA
2,K.J. Lightner,Detection of a tropospheric ozone anomaly using a newly developed ozone retrieval algorithm for an up-looking infrared interferometer,2009,Journal of Geophysical Research Atmospheres,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=66449106093&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=66449106093&origin=inward,78,2025-04-16T06:11:00Z,Article,10.1029/2008JD010270,0148-0227,https://api.elsevier.com/content/abstract/scopus_id/66449106093,114,6,NA,NA,2,0.13,2,1,16,NA,NA,NA
72,G.C. Roberts,Impact of biomass burning on cloud properties in the Amazon Basin,2003,Journal of Geophysical Research: Atmospheres,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0347899424&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0347899424&origin=inward,17,2025-04-16T06:11:00Z,Article,10.1029/2001jd000985,0148-0227,https://api.elsevier.com/content/abstract/scopus_id/0347899424,108,2,NA,NA,72,3.27,72,1,22,NA,NA,NA
41,M.A.F. Silva Dias,A case study of convective organization into precipitating lines in the Southwest Amazon during the WETAMC and TRMM-LBA,2002,Journal of Geophysical Research: Atmospheres,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=36448950225&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=36448950225&origin=inward,24,2025-04-16T06:11:00Z,Article,10.1029/2001JD000375,0148-0227,https://api.elsevier.com/content/abstract/scopus_id/36448950225,107,20,NA,NA,41,1.78,41,1,23,NA,NA,NA
3,M. Granero,"Hipolimnion water quality and its relationship to internal P loading in an eutrophicated water body: San Roque Reservoir (Córdoba, Argentina)",2004,Journal of Hydraulic Research,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3042822265&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=3042822265&origin=inward,75,2025-04-16T06:11:00Z,Article,10.1080/00221686.2004.9728396,0022-1686,https://api.elsevier.com/content/abstract/scopus_id/3042822265,42,3,310,315,3,0.14,3,1,21,NA,NA,NA
82,D. Werth,The regional evapotranspiration of the Amazon,2004,Journal of Hydrometeorology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=1642305691&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=1642305691&origin=inward,14,2025-04-16T06:11:00Z,Article,10.1175/1525-7541(2004)005<0100:TREOTA>2.0.CO;2,1525-755X,https://api.elsevier.com/content/abstract/scopus_id/1642305691,5,1,100,109,82,3.9,82,1,21,NA,NA,NA
19,D. Kaimowitz,Contras and comandantes: Armed movements and forest conservation in Nicaragua's Bosawas biosphere reserve,2003,Journal of Sustainable Forestry,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037251991&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037251991&origin=inward,41,2025-04-16T06:11:00Z,Article,10.1300/J091v16n03_02,1054-9811,https://api.elsevier.com/content/abstract/scopus_id/0037251991,16,3,21,46,19,0.86,19,1,22,NA,NA,NA
16,D. Lee,Roles of Saemaul Undong in reforestation and NGO activities for sustainable forest management in Korea,2005,Journal of Sustainable Forestry,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=27844500620&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=27844500620&origin=inward,45,2025-04-16T06:11:00Z,Article,10.1300/J091v20n04_01,1054-9811,https://api.elsevier.com/content/abstract/scopus_id/27844500620,20,4,1,16,16,0.8,16,1,20,NA,NA,NA
10,M. Fotos,Policy alternatives to improve demand for water-related ecosystem services in the Panama Canal Watershed,2007,Journal of Sustainable Forestry,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34848878483&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34848878483&origin=inward,58,2025-04-16T06:11:00Z,Article,10.1300/J091v25n01_09,1054-9811,https://api.elsevier.com/content/abstract/scopus_id/34848878483,25,1,195,216,10,0.56,10,1,18,NA,NA,NA
4,A. Azuela,Illegal logging and local democracy: Between communitarianism and legal fetishism,2004,Journal of Sustainable Forestry,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=12444257455&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=12444257455&origin=inward,70,2025-04-16T06:11:00Z,Article,10.1300/J091v19n01_05,1054-9811,https://api.elsevier.com/content/abstract/scopus_id/12444257455,19,1,81,96,4,0.19,4,1,21,NA,NA,NA
166,S. Becken,How tourists and tourism experts perceive climate change and carbon-offsetting schemes,2004,Journal of Sustainable Tourism,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=3543094437&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=3543094437&origin=inward,9,2025-04-16T06:11:00Z,Article,10.1080/09669580408667241,0966-9582,https://api.elsevier.com/content/abstract/scopus_id/3543094437,12,4,332,345,166,7.9,166,1,21,NA,NA,NA
319,A.P. Khain,Factors determining the impact of aerosols on surface precipitation from clouds: An attempt at classification,2008,Journal of the Atmospheric Sciences,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=45849113311&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=45849113311&origin=inward,5,2025-04-16T06:11:00Z,Article,10.1175/2007JAS2515.1,0022-4928,https://api.elsevier.com/content/abstract/scopus_id/45849113311,65,6,1721,1748,319,18.76,319,1,17,NA,NA,NA
0,S.I. Choi,Measures of forest sector corresponding to the UNFCCC in Korea,2007,"Journal of the Faculty of Agriculture, Kyushu University",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33947728658&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33947728658&origin=inward,102,2025-04-16T06:11:00Z,Article,10.5109/9311,0023-6152,https://api.elsevier.com/content/abstract/scopus_id/33947728658,52,1,249,254,0,0,0,1,18,NA,NA,NA
1,B. Gunther,LID and sustainable natural resource management in the urban environment: The unique case of New York City,2010,Low Impact Development 2010: Redefining Water in the City - Proceedings of the 2010 International Low Impact Development Conference,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954893936&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954893936&origin=inward,83,2025-04-16T06:11:00Z,Conference Paper,10.1061/41099(367)68,NA,https://api.elsevier.com/content/abstract/scopus_id/77954893936,NA,NA,778,787,1,0.07,1,1,15,NA,NA,NA
17,A. Knight,Global environmental threats: Can the security council protect our earth?,2005,New York University Law Review,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=27844444058&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=27844444058&origin=inward,42,2025-04-16T06:11:00Z,Review,NA,0028-7881,https://api.elsevier.com/content/abstract/scopus_id/27844444058,80,5,1549,1585,17,0.85,17,1,20,NA,NA,NA
68,J.M. Shandra,Ecologically unequal exchange and deforestation: A cross-national analysis of forestry export flows,2009,Organization and Environment,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70350503780&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70350503780&origin=inward,20,2025-04-16T06:11:00Z,Article,10.1177/1086026609343097,1086-0266,https://api.elsevier.com/content/abstract/scopus_id/70350503780,22,3,293,310,68,4.25,68,1,16,NA,NA,NA
21,R.H. Horwich,"Community protection of the Manas Biosphere Reserve in Assam, India, and the Endangered golden langur Trachypithecus geei",2010,ORYX,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77952488329&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77952488329&origin=inward,38,2025-04-16T06:11:00Z,Article,10.1017/S0030605310000037,0030-6053,https://api.elsevier.com/content/abstract/scopus_id/77952488329,44,2,252,260,21,1.4,21,1,15,NA,NA,NA
0,C. Dahlke,"The ""Great Leap Forward"" - China's secret crisis in society and environment",2004,Petermanns Geographische Mitteilungen,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=16544380418&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=16544380418&origin=inward,104,2025-04-16T06:11:00Z,Article,NA,0031-6229,https://api.elsevier.com/content/abstract/scopus_id/16544380418,148,2,54,65,0,0,0,1,21,NA,NA,NA
4,A. Millard-Ball,Pollution solutions,2007,Planning,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34548220888&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34548220888&origin=inward,69,2025-04-16T06:11:00Z,Article,NA,0001-2610,https://api.elsevier.com/content/abstract/scopus_id/34548220888,73,8,NA,NA,4,0.22,4,1,18,NA,NA,NA
22,J. Njeru,'Defying' democratization and environmental protection in Kenya: The case of Karura Forest reserve in Nairobi,2010,Political Geography,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0962629810001332,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77956647914&origin=inward,35,2025-04-16T06:11:00Z,Article,10.1016/j.polgeo.2010.07.003,0962-6298,https://api.elsevier.com/content/abstract/scopus_id/77956647914,29,6,333,342,22,1.47,22,1,15,NA,NA,NA
8,T. Hagene,"Everyday political practices, democracy and the environment in a native village in Mexico City",2010,Political Geography,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0962629810000867,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954314731&origin=inward,60,2025-04-16T06:11:00Z,Article,10.1016/j.polgeo.2010.04.004,0962-6298,https://api.elsevier.com/content/abstract/scopus_id/77954314731,29,4,209,219,8,0.53,8,1,15,NA,NA,NA
379,T. Bartley,"Certifying forests and factories: States, social movements, and the rise of private regulation in the apparel and forest products fields",2003,Politics and Society,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0041884922&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0041884922&origin=inward,3,2025-04-16T06:11:00Z,Article,10.1177/0032329203254863,0032-3292,https://api.elsevier.com/content/abstract/scopus_id/0041884922,31,3,433,464,379,17.23,379,1,22,NA,NA,NA
0,M. DeWitt,Sustainability initiatives are growing at creative automation,2008,Print Professional,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=51549091272&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=51549091272&origin=inward,98,2025-04-16T06:11:00Z,Short Survey,NA,1938-6206,https://api.elsevier.com/content/abstract/scopus_id/51549091272,46,8,18,18,0,0,0,1,17,NA,NA,NA
0,M. Kawahara,Ricoh's programs for contributing to betterment of the environment and society,2001,Proceedings - 2nd International Symposium on Environmentally Conscious Design and Inverse Manufacturing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84963685653&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84963685653&origin=inward,86,2025-04-16T06:11:00Z,Conference Paper,10.1109/ECODIM.2001.992437,NA,https://api.elsevier.com/content/abstract/scopus_id/84963685653,NA,NA,631,634,0,0,0,1,24,NA,NA,NA
0,E. Caselles,An enhanced vegetation cover method for automatic generation of land surface emissivity maps,2009,Proceedings of SPIE - The International Society for Optical Engineering,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=70350383640&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=70350383640&origin=inward,94,2025-04-16T06:11:00Z,Conference Paper,10.1117/12.824368,0277-786X,https://api.elsevier.com/content/abstract/scopus_id/70350383640,7452,NA,NA,NA,0,0,0,1,16,NA,NA,NA
4,D. Viramontes,Physical modifications of the environment and consequences on the hydrological behaviour of rivers in the western Sierra Madre (Mexico),2002,Revue des Sciences de l'Eau,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0037924375&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037924375&origin=inward,71,2025-04-16T06:11:00Z,Article,10.7202/705466ar,0992-7158,https://api.elsevier.com/content/abstract/scopus_id/0037924375,15,2,493,513,4,0.17,4,1,23,NA,NA,NA
