,Cites,Authors,Title,Inclusion_rens,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,source_dataset,title_lower,unique_id
28,10,"G Peterson St-Laurent, G Hoberg, SRJ Sheppard",A participatory approach to evaluating strategies for forest carbon mitigation in British Columbia,1,2018,Forests,mdpi.com,https://www.mdpi.com/1999-4907/9/4/225,"https://scholar.google.com/scholar?cites=17853791986726856931&as_sdt=2005&sciodt=0,5&hl=en",922,HTML,NA,NA,NA,NA,NA,NA,NA,10,1.43,3,3,7,"… policies targeting forest carbon management [6]. In addition, BC’s forest carbon offset program… by the province in 2016 promised a Forest Carbon Initiative, very little concrete information …",https://www.mdpi.com/1999-4907/9/4/225,"https://scholar.google.com/scholar?q=related:4-iR7jdpxfcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,a participatory approach to evaluating strategies for forest carbon mitigation in british columbia,paper_38
29,40,F.M. Pelicice,A political tsunami hits Amazon conservation,1,2021,Aquatic Conservation: Marine and Freshwater Ecosystems,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103199143&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103199143&origin=inward,8,Article,10.1002/aqc.3565,1052-7613,https://api.elsevier.com/content/abstract/scopus_id/85103199143,31,5,1221,1229,40,10,40,1,4,NA,NA,NA,scopus,a political tsunami hits amazon conservation,paper_42
30,1,"Sahrasad, H; Al Chaidar; Syam, M",A reflection on a peripheral movement The Save Aru social movement 2013-2015 from a historical perspective,0,2019,WACANA-JURNAL ILMU PENGETAHUAN BUDAYA-JOURNAL OF THE HUMANITIES OF INDONESIA,"UNIV INDONESIA, FAC HUMANITIES",http://dx.doi.org/10.17510/wacana.v20i3.723,NA,NA,Article,10.17510/wacana.v20i3.723,1411-2272,NA,20,3,560,582,NA,NA,NA,NA,NA,"This article examines the struggle of the Aru Islands community to preserve their forests and their natural environment in the shape of the Save Aru social movement from 2013 to 2015. Today this social movement is still alive and kicking. In 2010, the Aru Islands community was taken by surprise by the plan of a private corporation (PT Menara Group or PT MG) to annex forest areas in the Aru Islands in order to convert them into sugar-cane plantations. Their outrage at this plan spurred the citizens of Aru to fight the might of this corporate and preserve their forests and environment. Not all has gone smoothly as the civil society movement in Aru has been divided into pro-splitting and counter-splitting on a regional division agenda. Meanwhile, this exploitative business has become a scourge for the Aru people who want to preserve their forests and the environment as a whole. Thanks to the campaign, environmental awareness appears to be growing rather than abating among the Aru Islands community. Young people in the Aru have been sharing their stories about the natural resources around them under threat from the power of private corporate capital with friends, family, and neighbours. The danger of deforestation by private corporations is a problem and a challenge that must be faced by all communities, whether they be Aru, Indonesian, or international, who care about the preservation of the forests in the Aru Islands as a lung of the world, helping to reduce the effects of global warming and the ozone depletion.",NA,NA,webofscience,a reflection on a peripheral movement the save aru social movement 2013-2015 from a historical perspective,paper_44
31,290,"AP Gautam, GP Shivakoti…","A review of forest policies, institutions, and changes in the resource condition in Nepal",1,2004,International forestry …,ingentaconnect.com,https://www.ingentaconnect.com/content/cfa/ifr/2004/00000006/00000002/art00005,"https://scholar.google.com/scholar?cites=4638581830144150175&as_sdt=2005&sciodt=0,5&hl=en",895,NA,NA,NA,NA,NA,NA,NA,NA,290,13.81,97,3,21,… by widespread deforestation and forest degradation across the … rectify the problem through reforestation and afforestation also … ) after the restoration of democracy in the country in 1990. …,https://www.researchgate.net/profile/Ganesh-Shivakoti/publication/242661877_A_Review_of_Forest_Policies_Institutions_and_Changes_in_the_Resource_Condition_in_Nepal/links/0deec534b28aaccc17000000/A-Review-of-Forest-Policies-Institutions-and-Changes-in-the-Resource-Condition-in-Nepal.pdf,"https://scholar.google.com/scholar?q=related:n8pSJ5mNX0AJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"a review of forest policies, institutions, and changes in the resource condition in nepal",paper_45
32,224,"Sinha, S; Jeganathan, C; Sharma, LK; Nathawat, MS",A review of radar remote sensing for biomass estimation,0,2015,INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY,SPRINGER,http://dx.doi.org/10.1007/s13762-015-0750-0,NA,NA,Review,10.1007/s13762-015-0750-0,1735-1472,NA,12,5,1779,1792,NA,NA,NA,NA,NA,"Forest plays a vital role in regulating climate through carbon sequestration in its biomass. Biomass reflects the health and environmental conditions of a forest ecosystem. In context to the climate change mitigation mechanisms like REDD (reducing emissions from deforestation and forest degradation), an extensive forest monitoring campaign is especially important. Remote sensing of forest structure and biomass with synthetic aperture radar (SAR) bears significant potential for mapping and understanding forest ecological processes. Limitations of the conventional forest inventory procedures, like the extensive cost, labor and time, can be overcome through integrated geospatial techniques. Optical sensor or SAR data are suitable for extracting information about simple and homogeneous forest stand sites. However, optical sensors face serious limitations, specifically in tropical regions, like the cloud cover that SAR can overcome along with targeting saturation and penetration aspects. Simultaneous use of spectral information and image texture parameters improves the biomass assessment over undulating terrain and in radical conditions. Also, synergic use of multi-sensor optical and SAR has better potential than single sensor. Interferometric (InSAR) and polarimetric (PolSAR) SAR or a combination of the both (PolInSAR) serves as effective alternatives. These techniques could serve as valuable methods for biomass assessment of heterogeneous complex biophysical environments. However, SAR data have its own limitations and complexities. Identifying, understanding and solving major uncertainties in different stages of the biomass estimation procedure are critical. In this regard, the current study provides a review of radar remote sensing-based studies in forest biomass estimation.",NA,NA,webofscience,a review of radar remote sensing for biomass estimation,paper_46
33,13,"M Appiah, M Fagg, A Pappinen",A review of reforestation approaches in Ghana: sustainability and genuine local participation lessons for implementing REDD+ Activities,1,2015,NA,researchgate.net,https://www.researchgate.net/profile/Mark-Appiah/publication/277288632_A_Review_of_Reforestation_Approaches_in_Ghana_Sustainability_and_Genuine_Local_Participation_Lessons_for_Implementing_REDD_Activities/links/55713c3208aef8e8dc632fdc/A-Review-of-Reforestation-Approaches-in-Ghana-Sustainability-and-Genuine-Local-Participation-Lessons-for-Implementing-REDD-Activities.pdf,"https://scholar.google.com/scholar?cites=17315633635935117235&as_sdt=2005&sciodt=0,5&hl=en",507,PDF,NA,NA,NA,NA,NA,NA,NA,13,1.3,4,3,10,"… management of reforestation projects. This article reviews research findings on reforestation projects … Therefore, an education campaign should be a key component when considering …",https://www.researchgate.net/profile/Mark-Appiah/publication/277288632_A_Review_of_Reforestation_Approaches_in_Ghana_Sustainability_and_Genuine_Local_Participation_Lessons_for_Implementing_REDD_Activities/links/55713c3208aef8e8dc632fdc/A-Review-of-Reforestation-Approaches-in-Ghana-Sustainability-and-Genuine-Local-Participation-Lessons-for-Implementing-REDD-Activities.pdf,"https://scholar.google.com/scholar?q=related:s9-3ugx9TfAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,a review of reforestation approaches in ghana: sustainability and genuine local participation lessons for implementing redd+ activities,paper_47
34,0,"Barnard, TP; Lee, JWC","A Spiteful Campaign: Agriculture, Forests, and Administering the Environment in Imperial Singapore and Malaya",0,2022,ENVIRONMENTAL HISTORY,UNIV CHICAGO PRESS,http://dx.doi.org/10.1086/719685,NA,NA,Article,10.1086/719685,1084-5453,NA,27,3,467,490,NA,NA,NA,NA,NA,"The Singapore Botanic Gardens, founded in 1859, was a center for the development of imperial botany where new flora was identified and other plants acclimatized. The ostensibly scientific orientation of the Gardens proved inadequate for the growing number of large capitalistic firms established in Malaya to cultivate cash crops, so the British government established two new bureaucracies-a Department of Forestry and a Department of Agriculture-that more explicitly catered to the demands of British industry in the region. This shift in policies prompted quarrels between bureaucrats and botanists, who shared a commitment to the imperial project but disagreed with environmental administration in British-controlled Southeast Asia. The debates proved significant, facilitating the expansion of plantation estates, massive deforestation, and a transformed natural environment as capitalistic investment began to override scientific knowledge, laying the groundwork for the environmental exploitation of the region throughout the twentieth century.",NA,NA,webofscience,"a spiteful campaign: agriculture, forests, and administering the environment in imperial singapore and malaya",paper_50
35,0,"Bottani, M; Ferro-Famil, L; Mermoz, S; Doblas, J; Bouvet, A; Koleck, T",A STATISTICAL METHOD FOR NEAR REAL-TIME DEFORESTATION MONITORING USING TIME SERIES OF SENTINEL-1 IMAGES,0,2024,2024 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS 2024),IEEE,http://dx.doi.org/10.1109/IGARSS53475.2024.10641547,NA,NA,Proceedings Paper,10.1109/IGARSS53475.2024.10641547,2153-6996,NA,NA,NA,11457,11460,NA,NA,NA,NA,NA,"In this paper, we propose an unsupervised statistical approach for near real-time monitoring of forest loss, leveraging Bayesian inference. We address the identification of forest loss as a change-point detection problem within non-filtered Sentinel-1 single polarization time series data. Each new observation contributes to the probability of deforestation occurrence, utilizing prior knowledge and a data model. Our method offers the advantage of detecting small-scale deforestation without resorting to spatial filtering techniques, thus preserving the native spatial resolution of the Sentinel-1 measurements. To assess its effectiveness, we conducted comparative evaluations against existing operational deforestation monitoring systems. The validation campaign revealed that our method exhibits enhanced detection performance with low false alarm rates with respect to existing systems across diverse landscapes, including dense forest regions such as the Brazilian Amazon, as well as seasonality-dependent areas like the Cerrado, which is strongly under-monitored by existing technology. This robustness stems from the sequential adaptive process inherent in our approach, which enables effective monitoring even in the presence of backscatter variations.",NA,NA,webofscience,a statistical method for near real-time deforestation monitoring using time series of sentinel-1 images,paper_51
36,15,N.A. Khan,A study of the indigenous medicinal plants and healing practices in Chittagong Hill Tracts (Bangladesh),0,2006,"African Journal of Traditional, Complementary and Alternative Medicines",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=33748741291&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=33748741291&origin=inward,46,Article,10.4314/ajtcam.v3i3.31165,0189-6016,https://api.elsevier.com/content/abstract/scopus_id/33748741291,3,3,37,47,15,0.79,15,1,19,NA,NA,NA,scopus,a study of the indigenous medicinal plants and healing practices in chittagong hill tracts (bangladesh),paper_52
37,8,"Gambino, V; Micangeli, A; Naso, V; Michelangeli, E; Di Mario, L",A Sustainable and Resilient Housing Model for Indigenous Populations of the Mosquitia Region (Honduras),0,2014,SUSTAINABILITY,MDPI,http://dx.doi.org/10.3390/su6084931,NA,NA,Article,10.3390/su6084931,NA,NA,6,8,4931,4948,NA,NA,NA,NA,NA,"This study develops a sustainable housing model for the Mosquitia region of Honduras, aimed at improving the living conditions of indigenous communities and reducing their vulnerability to the effects of climate change. The improved housing efficiency and resilience will contribute to strengthen sanitation and hygiene, improve the living comfort and reduce environmental impact, particularly focusing on preserving the forest biodiversity. The project was developed following the criteria of environmental, technical, social and economic sustainability to propose a shared model, reproducible by the beneficiaries living in different kinds of Mosquitian ecosystems. Increased building efficiency is obtained through optimization of construction techniques and improvement of materials' performances. The main material of the proposed dwelling is wood, coherently with the Miskita tradition; the increase of its durability, which is obtained by proper seasoning and protection from atmospheric agents and parasites, contributes to the optimization of the use of this natural resource and to reducing the impact on deforestation, which threatens forest biodiversity. The data collection campaign, conducted before developing the housing model design and which has aimed at obtaining information on technical and social aspects related to residences' welfare and health conditions, has highlighted the great importance of improving the construction model. Despite the advance in sanitary conditions and the economic level, the data collection campaign revealed that even the most developed communities amongst those visited have been perpetrating substantial construction errors, which reduce the resilience of structures to extreme natural phenomena, such as tropical storms and hurricanes, which frequently affect the Mosquitia region. This unexpected discovery increased the importance of housing model design in order to correct these improper construction techniques and avoid their application in the newly-started village growth.",NA,NA,webofscience,a sustainable and resilient housing model for indigenous populations of the mosquitia region (honduras),paper_55
38,20,N. Nazir,A system dynamics model for billion trees tsunami afforestation project of Khyber Pakhtunkhwa in Pakistan: Model application to afforestation activities,0,2019,Journal of Mountain Science,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075085152&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075085152&origin=inward,69,Article,10.1007/s11629-018-5076-1,1672-6316,https://api.elsevier.com/content/abstract/scopus_id/85075085152,16,11,2640,2653,20,3.33,20,1,6,NA,NA,NA,scopus,a system dynamics model for billion trees tsunami afforestation project of khyber pakhtunkhwa in pakistan: model application to afforestation activities,paper_56
